annotation_id,image_or_view_path,scene_id,room_type,subject_class,predicate,object_class,subject_index,object_index,subject_center_xyz,object_center_xyz,dx_subject_minus_object,dy_subject_minus_object,dz_subject_minus_object,distance_xz,coord_rule_label,repair_relation_exact_present,baseline_relation_exact_present,pair_alignment_status,human_label,missing_object,visibility_quality,annotator_id,notes,source_text,coord_rule,layout_variant,relation_id,source_json,raw_predicate,baseline_satisfied,repair_satisfied,label_a,label_d,final_label,final_label_source,adjudicator_id,adjudication_notes,final_vs_coord
EG02-LIV-0005,images/EG02-LIV-0005.jpg,47230ba1-5a12-450a-80da-80527cc31c35_LivingDiningRoom-6087,livingroom,tv_stand,behind,10,7,,,,,,,,not_judgable,0,0,missing_pair,not_judgable,object,poor,A,,Place a brown wooden tv stand behind a wooden dining chair with a wooden seat. And hang a ceiling lamp to the left of a loveseat sofa.,missing subject/object class in repair boxes,collision_gated_floor_prior,52:0:21-7-10,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,0,0,not_judgable,not_judgable,not_judgable,a_d_agree,,,agree
EG02-LIV-0006,images/EG02-LIV-0006.jpg,70e4c0ab-9ca2-4542-96fd-9355e048db91_LivingDiningRoom-25795,livingroom,multi_seat_sofa,behind,pendant_lamp,10,4,"[0.928302,0.402908,-0.798448]","[0.828755,2.261618,0.672643]",0.099547,-1.858709,-1.471091,1.474455,satisfied,1,1,ok,satisfied,none,good,A,,Place a multi-seat sofa with pillows behind a black and white pendant lamp with hanging balls.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,88:0:16-7-17,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0007,images/EG02-LIV-0007.jpg,f89c8def-be8d-4a45-948e-714938ca5550_LivingDiningRoom-16828,livingroom,dining_table,behind,dining_chair,6,5,"[2.467443,0.357269,0.808218]","[2.628506,0.245972,1.432619]",-0.161063,0.111297,-0.624401,0.64484,satisfied,1,0,ok,satisfied,none,good,A,,"Arrange a black dining chair in front of a dining table. Then, place a dining table closely in front of a blue multi-seat sofa with pillows.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,189:0:11-7-10,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,behind,0,1,satisfied,not_satisfied,not_satisfied,adjudicated,D,,disagree
EG02-LIV-0008,images/EG02-LIV-0008.jpg,0c1f82d4-6aa2-401f-ae0d-f053a024aa3b_LivingDiningRoom-248,livingroom,dining_table,below,pendant_lamp,3,8,"[-0.246036,0.644449,2.005555]","[0.399684,2.140379,2.019834]",-0.645719,-1.49593,-0.014279,0.645877,satisfied,1,1,ok,satisfied,none,good,A,,"Arrange a black dining table with four legs to the left of a dining chair. Finnally, install a black pendant lamp with a shade above a dining table.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,11:1:11-5-17,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,below,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0009,images/EG02-LIV-0009.jpg,53ac3d02-ed9a-4d4e-8982-e1b44dc8d5ec_LivingDiningRoom-19339,livingroom,coffee_table,below,pendant_lamp,5,9,"[-0.271722,0.145101,-1.89036]","[-0.170221,2.342683,-1.815115]",-0.101501,-2.197583,-0.075245,0.126349,satisfied,1,1,ok,satisfied,none,good,A,,Set up a black pendant lamp with black balls above a black coffee table with two shelves.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,63:0:6-5-17,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,below,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0010,images/EG02-LIV-0010.jpg,23608ced-9c2c-4d17-b7a8-4e3656d2acca_LivingDiningRoom-21234,livingroom,dining_table,close to,dining_chair,1,4,"[0.410061,0.370864,-1.487509]","[0.735825,0.427007,-1.266391]",-0.325764,-0.056143,-0.221118,0.39372,satisfied,1,1,ok,satisfied,none,good,A,,Place a dining chair to the close right of a dining table. And add a dining table behind a grey dining chair with wooden legs.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,35:0:11-3-10,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_left,1,1,satisfied,not_satisfied,satisfied,adjudicated,A,,agree
EG02-LIV-0011,images/EG02-LIV-0011.jpg,23a5fa77-0aa5-45f4-8399-3265005b1def_LivingDiningRoom-106046,livingroom,11,close to,dining_chair,,5,,,,,,,not_judgable,0,0,missing_pair,not_judgable,object,poor,A,,"Set up a brass pendant lamp with five lights above a marble dining table with two legs and a marble top. Finnally, add a marble dining table with two legs and a marble top to the close left of a black leather dining chair.",missing subject/object class in repair boxes,collision_gated_floor_prior,36:1:11-3-10,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_left,0,0,not_judgable,not_judgable,not_judgable,a_d_agree,,,agree
EG02-LIV-0012,images/EG02-LIV-0012.jpg,7cbabe0c-5239-4e90-95cb-5c79adb0ede6_LivingDiningRoom-76216,livingroom,dining_table,close to,dining_chair,8,12,"[-1.839274,0.36348,-1.626111]","[-2.045906,0.445898,-0.95514]",0.206632,-0.082418,-0.670971,0.702068,satisfied,1,1,ok,satisfied,none,good,A,,"Position a black marble dining table with two legs closely behind a dining chair. Next, add a black marble dining table with two legs closely in front of a tufted dining chair.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,99:1:11-4-10,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_behind,1,1,satisfied,not_satisfied,satisfied,adjudicated,A,,agree
EG02-LIV-0013,images/EG02-LIV-0013.jpg,e52eb1b0-a8fb-4b1c-873d-5d962259a904_LivingRoom-2410,livingroom,dining_table,close to,dining_chair,14,9,"[-1.045238,0.262649,-2.363428]","[-0.902115,0.472971,-3.032572]",-0.143123,-0.210322,0.669144,0.684279,satisfied,1,1,ok,satisfied,none,good,A,,"Set up a wooden coffee table with drawers closely to the right of a multi-seat sofa with wheels and pillows. Then, add a blue and brown dining table with a runner to the near left of a brown dining chair with an upholstered seat.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,177:1:11-3-10,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,close_left,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0014,images/EG02-LIV-0014.jpg,0f5b9b03-c5f7-4172-9386-4805616025b5_LivingDiningRoom-20097,livingroom,coffee_table,in front of,tv_stand,2,4,"[1.154308,0.136317,0.166435]","[1.236427,0.087595,-1.61446]",-0.082119,0.048722,1.780895,1.782787,satisfied,1,1,ok,satisfied,none,good,A,,"Set up a grey and white tv stand with drawers behind a black coffee table with a lid. Then, arrange a black coffee table with a lid right of a black corner side table with a round base.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,16:0:6-2-21,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0015,images/EG02-LIV-0015.jpg,4b54eac7-33c2-4f5a-9fa4-44bda75d881e_LivingDiningRoom-19270,livingroom,loveseat_sofa,in front of,corner_side_table,1,8,"[2.232644,0.459541,1.593918]","[0.045018,0.201738,1.657803]",2.187625,0.257804,-0.063886,2.188558,not_satisfied,0,0,ok,not_satisfied,none,good,A,,Put a black dining table with a black top in front of a lounge chair. And position a corner side table behind a black loveseat sofa.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,56:1:15-2-8,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,not_satisfied,not_satisfied,not_satisfied,a_d_agree,,,agree
EG02-LIV-0016,images/EG02-LIV-0016.jpg,905ccf24-697b-4bb5-8c53-def619d16327_LivingDiningRoom-6844,livingroom,multi_seat_sofa,in front of,coffee_table,0,1,"[-2.082055,0.465241,0.287211]","[-2.144883,0.2178,-0.779002]",0.062827,0.247441,1.066213,1.068062,satisfied,1,0,ok,satisfied,none,good,A,,Set up a silver flower coffee table runner behind a multi seat sofa. Add a silver pendant lamp with five lamps behind a patterned dining chair.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,113:0:16-2-6,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0017,images/EG02-LIV-0017.jpg,b9d17d23-66f0-445d-acb7-f11887cc4f7f_LivingDiningRoom-192367,livingroom,pendant_lamp,in front of,coffee_table,0,4,"[-0.116225,2.157466,-1.461418]","[0.239082,0.350367,-0.399992]",-0.355307,1.807099,-1.061426,1.119316,not_satisfied,1,0,ok,not_satisfied,none,good,A,,Arrange a coffee table with headphones and a book behind a pendant lamp with a network of dots.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,141:0:17-2-6,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,1,not_satisfied,not_satisfied,not_satisfied,a_d_agree,,,agree
EG02-LIV-0018,images/EG02-LIV-0018.jpg,df5e8b99-2ccc-4d27-89d8-094cf83706f9_LivingDiningRoom-838,livingroom,loveseat_sofa,in front of,pendant_lamp,8,0,"[-2.475111,0.408165,1.885062]","[1.259237,2.627926,1.224533]",-3.734348,-2.219761,0.660529,3.792315,satisfied,0,0,ok,not_judgable,subject,poor,A,,Set up a loveseat sofa with pillows in front of a pendant lamp. And add a square coffee table with drawers behind a loveseat sofa.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,174:0:15-2-17,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,0,0,not_judgable,not_judgable,not_judgable,a_d_agree,,,disagree
EG02-LIV-0019,images/EG02-LIV-0019.jpg,ea497775-7cb7-4f4d-ad49-eeae6970961d_LivingRoom-4789,livingroom,dining_table,in front of,console_table,7,3,"[-0.823632,0.384181,1.790083]","[-1.89812,0.527751,0.468329]",1.074488,-0.14357,1.321754,1.703396,satisfied,1,1,ok,satisfied,none,good,A,,"Position a black console table with glass top and two doors behind a black and brown dining table with black legs. Next, arrange a dining chair closely behind a black and brown dining table with black legs.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,182:0:11-2-7,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,in front of,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0020,images/EG02-LIV-0020.jpg,1cc0fd55-1c5a-4885-a2de-f30c6d387353_LivingRoom-33324,livingroom,loveseat_sofa,left,pendant_lamp,1,13,"[-0.148818,0.461676,3.706329]","[0.053988,2.177536,2.255582]",-0.202806,-1.71586,1.450747,1.464854,satisfied,1,1,ok,satisfied,none,good,A,,"Position a black flower pendant lamp to the right of a brown loveseat sofa with a wooden frame. Finnally, set up a tv stand right of a lounge armchair.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,32:0:15-1-17,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,1,1,satisfied,not_satisfied,satisfied,adjudicated,A,,agree
EG02-LIV-0021,images/EG02-LIV-0021.jpg,4b18584d-3740-40f7-b344-5fbd98858ed8_LivingRoom-88425,livingroom,15,left,tv_stand,,10,,,,,,,not_judgable,0,0,missing_pair,not_judgable,subject,poor,A,,Place a loveseat sofa left of a blue tv stand with drawers. And set up a black dining table with metal plates closely right of a dining chair.,missing subject/object class in repair boxes,collision_gated_floor_prior,55:0:15-1-21,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,not_judgable,not_judgable,not_judgable,a_d_agree,,,agree
EG02-LIV-0022,images/EG02-LIV-0022.jpg,82d13473-977b-457d-9e8a-6604dfe72c89_LivingDiningRoom-8375,livingroom,dining_table,left,coffee_table,7,3,"[1.156697,0.36741,1.00926]","[-0.828945,0.469307,-0.000101]",1.985642,-0.101897,1.009361,2.227461,not_satisfied,0,0,ok,not_satisfied,none,good,A,,"Place a blue multi-seat sofa with pillows behind a corner side table. Next, place a black glass dining table with a metal base left of a coffee table.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,101:1:11-1-6,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,0,not_satisfied,not_satisfied,not_satisfied,a_d_agree,,,agree
EG02-LIV-0023,images/EG02-LIV-0023.jpg,9c164b35-f1f3-4ae5-bbfa-5003672ac1d8_LivingDiningRoom-8304,livingroom,multi_seat_sofa,left,coffee_table,7,1,"[2.247227,0.444388,1.984644]","[3.170455,0.174569,1.333159]",-0.923228,0.26982,0.651485,1.129948,satisfied,1,0,ok,satisfied,none,good,A,,Place a grey corner side table with a wooden top in front of an armchair. And position a gray coffee table with a black top to the right of a multi seat sofa.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,120:1:16-1-6,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,left,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0024,images/EG02-LIV-0024.jpg,1cc0fd55-1c5a-4885-a2de-f30c6d387353_LivingRoom-33324,livingroom,tv_stand,right,armchair,8,4,"[1.757007,0.269669,2.162889]","[-0.032082,0.379057,0.628837]",1.789088,-0.109387,1.534053,2.356725,satisfied,1,0,ok,satisfied,none,good,A,,"Position a black flower pendant lamp to the right of a brown loveseat sofa with a wooden frame. Finnally, set up a tv stand right of a lounge armchair.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,32:1:21-6-0,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0025,images/EG02-LIV-0025.jpg,258b12fb-08e1-43df-a3dd-d88793d32621_LivingDiningRoom-35273,livingroom,coffee_table,right,armchair,4,8,"[-1.52625,0.225376,-0.008956]","[-2.799108,0.368676,-0.286159]",1.272858,-0.1433,0.277203,1.302693,satisfied,1,1,ok,satisfied,none,good,A,,"Put an armchair left of a coffee table. Finnally, arrange a silver flower coffee table runner closely behind a multi-seat sofa with pillows.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,38:0:6-6-0,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,1,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0026,images/EG02-LIV-0026.jpg,b51e3da5-5d31-4511-882a-e841de457404_LivingDiningRoom-3428,livingroom,pendant_lamp,right,bookshelf,4,6,"[1.089534,2.255438,0.50867]","[2.543902,0.507619,0.192075]",-1.454368,1.747819,0.316595,1.488428,not_satisfied,0,0,ok,not_satisfied,none,good,A,,Put a black pendant lamp with hanging balls above a dark brown oval dining table with a pedestal base. Position a black pendant lamp with hanging balls right of a blue bookshelf with wine bottles and a bottle of wine.,left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,136:1:17-6-1,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,0,not_satisfied,not_satisfied,not_satisfied,a_d_agree,,,agree
EG02-LIV-0027,images/EG02-LIV-0027.jpg,c0de5219-e186-4e77-9b84-394940d6460b_LivingRoom-5361,livingroom,armchair,right,coffee_table,8,3,"[0.12987,0.403099,-0.954697]","[-0.761849,0.107057,-1.59197]",0.891719,0.296042,0.637273,1.096029,satisfied,1,0,ok,satisfied,none,good,A,,"Add a coffee table left of an armchair. Then, position a black coffee table with round discs left of a wooden bookshelf with drawers.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,149:0:0-6-6,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0028,images/EG02-LIV-0028.jpg,c9f70be8-2021-4fb1-b599-da3b4e184543_LivingDiningRoom-941,livingroom,dining_table,right,console_table,6,15,"[-1.496055,0.436286,0.929148]","[-2.36367,0.356338,1.73905]",0.867615,0.079948,-0.809901,1.186885,satisfied,1,0,ok,satisfied,none,good,A,,"Add a black and white tufted stool with silver studs to the right of a dining table. Next, add a dining table to the right of a blue and white console table with blue top.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,154:1:11-6-7,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,0,1,satisfied,satisfied,satisfied,a_d_agree,,,agree
EG02-LIV-0029,images/EG02-LIV-0029.jpg,e892807a-549e-4a8f-855b-075fa1b70c9f_LivingDiningRoom-19931,livingroom,dining_table,right,chinese_chair,13,8,"[2.858948,0.362185,-1.429123]","[0.175778,0.444245,-0.587577]",2.683171,-0.08206,-0.841546,2.812046,satisfied,1,1,ok,satisfied,none,good,A,,"Put a black leather dining chair in front of a loveseat sofa. Finnally, position a black circular dining table right of a classic chinese chair with a cushion.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,181:1:11-6-5,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,1,1,satisfied,not_satisfied,satisfied,adjudicated,A,,agree
EG02-LIV-0030,images/EG02-LIV-0030.jpg,f01d52ec-ff3e-4157-b0bc-9c29e849f03c_LivingDiningRoom-24470,livingroom,dining_table,right,dining_chair,9,12,"[-1.645704,0.367765,0.476985]","[-0.896089,0.563808,0.433984]",-0.749615,-0.196043,0.043001,0.750847,not_satisfied,1,1,ok,satisfied,none,good,A,,"Add a black and brown dining table with black legs right of a dining chair. Finnally, arrange a pendant lamp above a black and brown dining table with black legs.",left dx<0; right dx>0; in_front_of dz>0; behind dz<0; above dy>0; below dy<0; close_to distance_xz<=0.75,collision_gated_floor_prior,186:0:11-6-10,results/floor_prior_remote/livingroom_sgdiffusion_vq_objfeat_epoch_01459_relation_aware_parsed_floor_prior_max1.8_mesh_p2_close0.75_far1.6_eval_cfg1.0_1.0.json,right,1,1,satisfied,satisfied,satisfied,a_d_agree,,,disagree
